account length,location code,user id,credit card info save,push status,add to wishlist,desktop sessions,app sessions,desktop transactions,total product detail views,session duration,promotion clicks,avg order value,sale product views,discount rate per visited products,product detail view per app session,app transactions,add to cart per session,customer service calls,churn
180,415,3704139,no,yes,33,232,39,20,78,233,79,2069,121,931,76,4,205,1,0
100,415,3826135,no,yes,25,216,37,22,90,258,92,1802,157,811,116,4,313,1,0
119,415,3595718,no,yes,35,217,37,19,92,221,134,2495,93,1123,8,5,216,2,0
86,415,3853111,no,no,0,84,14,19,96,221,63,3497,75,1574,126,3,34,0,0
155,408,3534880,no,yes,39,183,31,17,106,205,101,2637,90,1187,51,7,138,1,0
78,415,3437019,yes,no,0,237,40,23,141,265,101,1524,77,686,95,2,257,1,1
153,415,4196133,no,no,0,194,33,17,90,195,121,1827,108,822,85,3,23,1,0
92,510,3507344,no,yes,25,134,23,18,112,206,111,1806,118,813,97,4,262,0,0
13,510,3976064,no,yes,25,177,30,15,65,173,96,1045,128,47,113,5,305,2,0
154,415,3636896,no,no,0,191,33,17,93,205,119,2057,121,926,102,3,275,3,0
144,510,4169021,yes,yes,35,175,30,19,127,220,93,2558,90,1151,128,3,346,0,0
48,408,4083269,no,no,0,275,47,15,67,180,108,159,110,715,79,2,213,1,0
94,408,4089463,no,no,0,174,30,20,85,241,114,2078,94,935,79,1,213,1,0
139,415,3407062,no,no,0,165,28,21,132,250,86,1703,128,766,126,8,34,1,0
126,415,4174309,no,no,0,229,39,14,102,169,99,2235,100,1006,118,4,319,1,0
122,415,4212659,no,no,0,108,18,20,88,236,109,2286,119,1029,95,3,257,2,0
139,510,3832017,no,no,0,221,38,13,140,158,89,1925,89,866,113,6,305,1,0
95,415,4116294,no,no,0,141,24,18,84,211,108,1037,127,467,59,6,159,3,0
80,408,3329525,no,yes,31,166,28,20,92,238,74,1507,84,678,107,4,289,4,0
131,415,4015012,no,yes,28,250,42,19,87,227,138,2399,92,108,76,3,205,3,0
36,510,3688835,no,no,0,179,30,18,83,213,103,198,119,891,109,5,294,1,0
180,510,3511382,no,no,0,139,24,19,96,225,64,1708,118,769,157,5,424,2,0
25,415,3597694,no,no,0,134,23,17,98,202,109,1959,100,882,126,5,34,2,0
113,415,4195505,no,no,0,216,37,20,93,240,85,1567,123,705,49,5,132,3,0
88,415,3414570,no,yes,31,182,31,18,91,213,120,2078,104,935,114,4,308,1,0
120,415,3666991,no,no,0,178,30,14,97,168,113,1205,93,542,93,9,251,1,0
74,415,3777399,no,no,0,106,18,12,84,140,104,909,81,409,114,3,308,1,0
109,510,3779092,no,no,0,171,29,20,101,240,82,119,112,536,114,4,308,2,0
162,510,3736681,no,yes,33,185,31,16,139,183,78,1274,106,573,123,6,332,0,0
124,510,4177736,no,yes,37,161,27,17,109,204,79,2315,87,1042,89,4,24,1,0
177,408,3932812,no,no,0,85,14,22,77,258,109,2105,66,947,75,5,203,2,0
91,510,3983176,no,no,0,218,37,20,71,230,116,2321,110,1044,106,2,286,1,0
105,408,3348694,no,no,0,271,46,19,98,226,110,1788,60,805,88,5,238,0,1
24,510,3695449,no,no,0,243,41,16,91,184,77,1843,109,829,153,6,413,0,1
48,510,3805246,no,no,0,128,22,4,71,48,78,1163,80,523,89,3,24,0,0
86,408,3903873,no,no,0,126,21,14,115,169,112,1546,95,696,98,7,265,2,0
163,510,3544568,no,no,0,179,30,18,56,216,79,1527,84,687,106,2,286,4,0
91,510,3396968,no,no,0,159,27,22,109,255,142,824,73,371,101,4,273,0,0
56,510,3795933,no,no,0,151,26,14,79,162,87,1677,115,755,117,5,316,3,0
147,415,3655682,yes,yes,24,220,37,18,118,209,116,3525,111,1586,81,4,219,3,0
64,415,3828518,no,no,0,168,29,16,116,192,94,1665,98,749,101,3,273,2,0
108,510,3568449,no,yes,34,162,28,15,83,172,117,2598,76,1169,96,3,259,4,1
159,510,3333460,no,no,0,199,34,17,107,196,91,2133,120,96,165,7,446,5,0
136,510,3758596,yes,no,0,257,44,20,90,230,104,1436,82,646,91,10,246,3,0
116,415,3845907,no,yes,35,183,31,18,122,213,119,1938,103,872,11,2,297,1,0
45,408,3732903,no,yes,38,197,33,22,92,254,108,2618,85,1178,77,2,208,1,0
122,415,3617702,no,no,0,140,24,20,120,231,128,1881,127,846,112,5,302,2,0
138,415,3885850,no,no,0,194,33,16,83,190,97,2322,102,1045,9,3,243,5,0
132,415,4056298,no,no,0,118,20,18,66,214,108,2395,94,1078,88,5,238,1,0
101,415,3682074,yes,no,0,194,33,16,108,187,98,223,100,1004,116,8,313,0,0
58,510,3285050,no,no,0,243,41,20,105,231,108,1809,120,814,78,4,211,2,0
81,415,3955783,no,no,0,145,25,11,132,129,91,1864,109,839,52,4,14,1,0
87,415,4207301,no,no,0,169,29,14,105,170,102,2449,106,1102,99,10,267,3,0
116,510,3282478,no,no,0,229,39,16,93,185,111,1682,91,757,88,3,238,2,0
85,415,3812460,yes,no,0,197,34,18,97,212,115,2101,133,945,83,4,224,4,0
62,510,3909811,no,yes,33,186,32,17,84,201,136,2867,103,129,111,3,3,2,1
90,415,3735670,no,no,0,76,13,25,121,290,73,2369,89,1066,108,3,292,0,0
98,415,3517016,no,no,0,163,28,16,65,185,109,2195,104,988,6,3,162,2,0
73,415,3949934,no,no,0,182,31,17,115,199,97,1202,113,541,18,5,486,1,0
107,510,4228268,yes,no,0,194,33,21,83,248,84,2454,93,1104,112,7,302,2,0
55,408,3737690,no,yes,20,189,32,10,95,119,113,2502,102,1126,125,4,338,2,0
76,415,3669781,no,yes,22,160,27,14,107,169,136,232,102,104,95,4,257,3,0
30,510,4045427,no,no,0,145,25,20,76,241,112,1971,134,887,71,4,192,3,0
157,415,3899783,no,no,0,221,38,10,105,119,127,1651,113,743,115,7,311,4,0
40,408,3517005,no,yes,31,225,38,11,69,135,81,1203,104,541,75,5,203,1,1
72,408,3482009,no,no,0,147,25,14,79,162,103,1629,80,733,105,4,284,1,0
95,415,3404236,no,yes,39,261,44,18,130,213,111,1956,97,88,101,5,273,1,0
42,415,3481528,no,no,0,155,26,14,127,164,45,1577,128,71,9,3,243,0,0
86,415,3655039,no,no,0,166,28,22,112,255,81,2281,97,1026,54,7,146,1,0
131,415,4111810,no,no,0,212,36,22,115,261,102,1442,96,649,108,7,292,0,0
55,510,3647644,no,yes,45,131,22,18,114,208,94,1416,114,637,11,5,297,4,1
74,415,3359066,no,no,0,163,28,25,102,292,105,1833,80,825,87,6,235,0,0
81,408,3627581,yes,yes,37,237,40,22,76,264,125,2713,120,1221,79,3,213,1,0
81,408,3461095,no,no,0,166,28,19,102,218,112,2202,68,991,132,2,356,4,0
28,415,3579136,no,no,0,122,21,11,48,126,112,2616,122,1177,83,2,224,6,1
111,510,3907863,no,no,0,176,30,17,62,201,124,1504,138,677,112,2,302,0,0
3,510,3442416,no,yes,27,67,11,21,116,244,78,2811,93,1265,114,2,308,2,0
51,415,3731448,no,no,0,230,39,29,129,336,104,1928,128,868,96,1,259,1,1
68,415,3607076,no,yes,24,176,30,24,118,278,116,1747,71,786,147,7,397,1,0
163,408,4132241,no,no,0,248,42,23,77,270,108,1673,82,753,96,7,259,0,1
87,510,3433961,no,no,0,115,20,22,90,263,68,2457,69,1106,131,5,354,2,0
58,510,3754107,no,no,0,112,19,18,95,210,108,2609,78,1174,139,1,375,0,1
109,408,4147410,no,no,0,163,28,13,138,154,109,2097,118,944,115,4,311,0,0
111,415,3512535,no,no,0,229,39,18,107,214,99,2896,95,1303,104,6,281,4,0
144,415,4169615,no,no,0,140,24,11,96,124,93,956,75,43,15,4,405,2,0
135,415,3771293,no,no,0,264,45,21,66,251,116,2001,112,9,84,2,227,5,1
109,415,3886479,no,yes,46,218,37,20,123,234,84,1639,99,738,9,3,243,4,0
107,415,3902755,no,yes,14,114,19,17,132,200,91,1947,74,876,75,8,203,1,0
149,408,3405930,no,no,0,196,33,12,108,137,96,1547,87,696,77,3,208,2,0
56,510,4013622,no,no,0,253,43,16,95,188,116,142,133,639,44,4,119,1,0
129,408,3821104,no,no,0,98,17,20,99,241,62,2548,123,1147,105,4,284,0,0
92,408,3559324,no,no,0,249,42,18,118,212,95,169,116,761,91,3,246,0,0
67,415,3934843,no,yes,30,130,22,20,107,233,104,297,93,1337,145,5,392,1,0
120,415,4014052,no,no,0,221,38,23,106,268,98,1115,80,502,93,7,251,0,0
166,415,3851830,no,no,0,221,38,15,106,178,118,2061,102,927,124,9,335,1,0
66,408,3487409,no,no,0,88,15,22,76,262,111,1846,125,831,92,5,248,1,0
76,408,3614910,no,no,0,204,35,14,61,162,127,1759,97,792,84,3,227,0,0
79,415,4156578,no,no,0,214,36,20,110,235,121,2296,157,1033,88,3,238,2,0
98,415,3955015,no,yes,31,182,31,19,112,221,100,2363,121,1063,129,4,348,2,0
141,510,3696012,no,yes,22,215,37,28,123,329,98,1605,89,722,78,6,211,1,0
49,415,3944520,no,no,0,266,45,18,90,208,117,205,98,923,14,2,378,2,1
46,510,3805873,no,no,0,199,34,15,111,175,83,2106,84,948,102,2,275,3,0
137,415,3725384,no,no,0,115,20,12,130,138,83,224,61,1008,73,4,197,3,0
171,408,4191863,no,no,0,271,46,20,69,230,112,136,111,612,96,5,259,1,1
10,415,3525697,no,no,0,222,38,13,127,153,125,2274,80,1023,129,4,348,1,0
88,510,3734274,no,no,0,62,11,22,78,263,114,2125,110,956,88,2,238,3,0
89,415,3824024,no,no,0,141,24,21,92,249,126,136,73,612,108,2,292,2,0
82,415,3959215,no,no,0,189,32,16,81,184,117,2558,83,1151,106,5,286,3,1
139,510,3319149,no,no,0,196,33,16,135,186,146,153,92,689,98,1,265,3,0
87,415,3473958,no,no,0,172,29,17,119,205,107,1706,114,768,138,4,373,0,0
137,415,3892540,yes,no,0,174,30,14,123,161,115,2607,98,1173,114,3,308,2,0
45,510,3993083,no,no,0,79,13,16,106,187,110,1842,111,829,74,5,2,1,1
90,415,4208308,no,no,0,201,34,14,92,164,91,249,98,1121,89,7,24,1,0
103,415,3847724,no,no,0,141,24,22,123,254,87,2158,96,971,64,2,173,1,0
100,415,3892114,no,no,0,236,40,15,130,176,69,636,122,286,73,1,197,2,0
110,510,3354414,no,no,0,185,31,14,100,165,88,1116,104,502,63,4,17,3,0
124,415,3705361,no,no,0,254,43,7,113,79,104,1532,69,689,118,2,319,2,0
10,510,3745965,no,no,0,183,31,18,103,215,77,2064,73,929,87,6,235,2,0
89,415,4206414,no,yes,29,164,28,23,80,275,136,3819,147,1719,75,5,203,2,0
121,408,3922708,no,no,0,208,35,18,98,211,96,1096,114,493,77,2,208,2,0
101,415,3527234,no,no,0,249,42,15,102,175,93,2072,86,932,61,3,165,3,0
103,415,3379878,no,yes,31,185,32,17,105,198,126,1471,110,662,145,4,392,2,0
51,408,3507288,no,no,0,198,34,19,60,221,64,1686,134,759,89,5,24,1,0
2,415,4158448,yes,no,0,132,22,12,42,139,88,1926,119,867,91,1,246,2,1
111,510,3926331,no,no,0,197,34,19,117,228,128,214,101,963,93,11,251,0,0
118,415,3923315,no,no,0,155,26,16,112,184,105,2174,102,978,126,5,34,2,0
17,510,3825401,no,yes,31,153,26,16,115,186,59,2243,102,1009,10,1,27,6,1
130,408,3897012,no,no,0,211,36,20,119,231,120,2209,80,994,63,9,17,2,0
193,415,4114714,no,no,0,97,16,12,92,143,103,2101,115,945,109,5,294,2,1
114,510,3433846,no,no,0,172,29,23,145,276,101,1937,100,872,101,9,273,1,0
137,415,3704395,no,no,0,141,24,13,91,147,100,2547,75,1146,8,7,216,2,0
185,408,4224394,no,yes,29,151,26,21,121,245,88,1544,91,695,138,2,373,2,0
101,408,4051780,no,no,0,210,36,19,107,229,96,1724,85,776,76,2,205,3,0
95,415,3932220,no,yes,32,247,42,11,109,126,91,2265,90,1019,105,4,284,3,0
7,408,3558299,no,yes,30,221,38,14,114,166,116,247,105,1112,108,12,292,1,0
126,408,3798681,no,no,0,321,55,14,99,168,93,1936,106,871,8,4,216,1,1
71,415,4097034,no,no,0,244,41,5,124,60,90,189,129,85,113,2,305,0,0
124,415,3581922,no,no,0,252,43,18,85,214,98,1861,71,837,111,6,3,3,0
97,510,3461629,yes,no,0,237,40,13,107,158,105,241,120,1085,73,2,197,0,1
28,415,3471870,no,no,0,160,27,18,79,217,131,2067,116,93,93,3,251,2,0
90,415,3749576,yes,no,0,148,25,19,96,220,111,1342,97,604,92,1,248,4,1
190,408,3801096,no,no,0,151,26,23,86,269,129,1799,73,81,147,1,397,1,0
31,415,3965790,no,yes,28,211,36,21,101,251,86,2416,125,1087,115,2,311,1,0
52,415,3565244,no,yes,24,171,29,17,71,201,80,159,124,715,41,5,111,2,0
73,510,3411412,no,no,0,255,43,8,80,90,79,1534,60,69,106,8,286,0,0
111,415,3877371,no,no,0,284,48,13,89,157,113,2428,91,1093,84,8,227,0,1
98,415,3922555,no,no,0,0,0,14,0,160,130,1671,88,752,68,1,184,4,1
106,408,4039167,yes,no,0,134,23,16,45,188,107,1819,89,819,107,2,289,1,1
111,408,3386550,no,no,0,225,38,16,117,192,127,2299,97,1035,103,3,278,0,0
59,408,3575801,no,no,0,152,26,18,98,210,92,2669,86,1201,119,5,321,1,0
71,510,4031953,no,yes,22,141,24,14,107,163,105,220,99,99,56,3,151,2,0
55,408,3576039,no,no,0,286,49,20,124,231,106,2307,140,1038,148,7,4,0,1
13,415,3889653,no,no,0,58,10,22,121,262,64,159,115,715,119,5,321,1,0
136,415,3592915,no,yes,16,90,15,17,105,201,109,2271,115,1022,131,4,354,0,0
123,408,3814562,no,no,0,114,19,18,91,217,123,2506,102,1128,11,3,297,0,0
105,408,4062213,no,no,0,148,25,19,103,223,78,1635,102,736,128,3,346,2,0
50,408,3306436,no,yes,31,303,51,20,93,241,119,1939,103,873,136,14,367,3,0
118,415,3324289,no,no,0,136,23,17,120,204,103,2282,90,1027,113,4,305,1,0
97,408,3863596,no,no,0,170,29,14,84,166,86,1919,83,864,128,6,346,3,0
51,510,3373740,no,no,0,227,39,17,89,194,106,2434,126,1095,149,2,402,0,0
73,415,4141496,no,no,0,218,37,19,91,221,97,2773,89,1248,103,6,278,1,1
35,415,3497291,no,no,0,124,21,11,102,124,115,1357,100,611,131,8,354,2,0
64,415,3851985,no,no,0,206,35,20,76,232,76,2516,96,1132,136,2,367,1,0
63,510,3297102,no,no,0,133,23,6,122,67,62,1604,121,722,99,2,267,3,0
117,415,3942553,no,yes,31,105,18,20,115,238,125,2634,104,1185,77,6,208,3,0
115,415,3391330,no,no,0,245,42,21,97,251,75,2702,124,1216,137,8,37,1,1
162,408,3981959,no,no,0,185,31,19,118,224,95,1805,82,812,116,3,313,1,0
89,415,4087015,no,no,0,90,15,15,66,179,104,2251,116,1013,123,1,332,3,0
94,415,3849254,yes,no,0,236,40,17,131,195,107,1706,93,768,86,4,232,1,0
129,408,3559475,no,no,0,186,32,22,127,262,96,989,63,445,115,6,311,4,0
86,415,3341337,no,no,0,224,38,13,75,156,109,1502,143,676,73,9,197,1,0
96,510,3591441,no,no,0,180,31,14,125,162,139,2645,133,119,66,2,178,1,0
190,415,3915442,no,no,0,169,29,22,102,254,113,1971,93,887,89,5,24,1,0
80,408,3741551,no,no,0,118,20,12,90,144,77,2251,86,1013,82,6,221,1,0
108,415,3996233,no,no,0,112,19,16,105,194,110,2089,93,94,41,4,111,4,1
97,408,3374749,no,yes,32,168,29,19,129,226,97,1918,95,863,85,7,23,0,0
84,415,4035552,no,yes,42,214,36,16,112,188,107,3335,117,1501,113,10,305,0,0
65,415,4053097,no,no,0,246,42,21,139,242,113,2853,117,1284,42,5,113,4,1
131,415,3649240,no,yes,34,157,27,6,134,71,95,2617,120,1178,134,10,362,1,0
58,415,4049348,yes,yes,43,143,24,23,96,272,100,1934,105,87,89,4,24,1,0
36,415,3361462,no,no,0,202,34,20,115,231,115,202,127,909,102,2,275,3,0
54,415,3648981,no,no,0,117,20,10,119,123,123,2175,101,979,12,2,324,1,0
45,510,4127606,no,no,0,156,26,22,110,260,103,1922,98,865,11,1,297,1,0
125,415,3806342,no,yes,39,236,40,25,107,289,110,1754,107,789,91,4,246,2,0
72,415,4183017,no,yes,21,138,23,22,113,260,83,1354,118,609,82,2,221,2,0
141,408,3673648,no,no,0,52,9,14,108,162,83,2235,115,1006,101,3,273,3,0
113,510,3415892,no,no,0,81,14,19,116,221,124,2357,113,1061,89,3,24,0,0
20,415,3344678,no,yes,35,172,29,13,98,153,127,1656,125,745,71,3,192,0,0
212,415,3666751,no,no,0,126,21,12,96,144,80,3028,102,1363,76,3,205,1,0
99,415,3978512,yes,no,0,197,34,13,127,156,92,2041,99,918,99,6,267,4,0
94,510,3679495,no,no,0,194,33,19,62,227,54,1904,115,857,153,4,413,1,0
40,510,3792991,no,no,0,116,20,11,105,128,113,1075,91,484,93,6,251,1,0
86,510,3564832,no,yes,29,157,27,17,118,196,136,2267,109,102,84,5,227,3,0
101,415,4134040,no,no,0,270,46,18,85,208,86,2142,107,964,45,15,122,3,1
170,415,3664444,no,no,0,246,42,19,107,228,124,1664,95,749,91,8,246,0,0
105,510,3943806,no,no,0,227,39,23,121,269,89,1433,82,645,13,4,351,1,0
103,415,3685647,no,no,0,190,32,10,110,116,83,1913,103,861,122,4,329,0,0
140,415,4121076,yes,yes,27,189,32,14,124,161,102,1977,100,89,115,5,311,4,0
101,510,4137655,no,no,0,0,0,16,0,192,119,1688,95,76,72,4,194,1,0
98,408,3712316,no,yes,19,111,19,19,87,228,97,2436,84,1096,11,4,297,1,0
104,408,4203346,no,no,0,168,28,19,116,219,112,2159,94,972,117,2,316,4,0
115,415,3673971,no,no,0,132,22,17,90,198,75,1758,114,791,0,0,0,3,0
112,408,4175813,no,no,0,168,29,21,88,248,81,1551,108,698,119,4,321,0,0
70,415,4218535,no,no,0,213,36,17,86,205,77,2566,101,1155,57,4,154,1,0
126,510,3751721,no,no,0,175,30,8,120,98,71,2019,93,909,106,1,286,0,0
87,510,3318484,no,yes,39,83,14,19,113,224,63,1636,88,736,95,1,257,3,0
125,510,3665829,no,no,0,143,24,7,80,88,94,2332,135,1049,88,7,238,4,1
86,415,3677906,no,no,0,126,21,23,139,270,93,2358,110,1061,89,8,24,1,0
73,415,4122520,no,yes,31,82,14,22,105,256,91,2296,98,1033,118,2,319,6,1
232,408,3869177,no,no,0,166,28,17,104,196,115,1183,77,532,118,3,319,1,0
1,415,4206780,no,yes,30,183,31,20,95,233,110,2483,110,1117,84,2,227,0,0
133,408,4011454,no,no,0,162,28,18,91,212,94,2604,78,1172,122,5,329,1,0
103,510,3792508,no,no,0,167,28,16,84,192,91,1679,115,756,77,6,208,1,0
131,415,3533492,no,yes,24,136,23,20,60,233,78,2106,121,948,94,4,254,1,0
95,408,4064840,no,yes,20,166,28,18,78,216,94,2433,91,1095,98,6,265,0,0
182,415,3917982,no,no,0,176,30,15,90,175,106,2347,134,1056,97,4,262,1,0
99,510,3799821,no,no,0,142,24,17,89,205,95,2031,114,914,91,1,246,0,0
27,510,3987414,no,no,0,178,30,25,121,297,92,1929,106,868,76,3,205,3,0
141,408,3388566,no,no,0,83,14,16,74,191,104,1505,79,677,107,7,289,1,0
29,415,3973058,yes,yes,37,235,40,16,101,183,79,1398,106,629,57,7,154,2,0
65,415,3898096,no,no,0,106,18,12,95,142,100,1805,105,812,66,12,178,2,0
81,415,3936840,yes,no,0,149,25,15,68,172,98,2145,97,965,179,3,483,3,1
37,415,3607404,no,yes,20,265,45,18,81,217,110,2107,102,948,104,7,281,0,0
107,510,4115740,no,yes,31,160,27,19,45,222,70,2616,109,1177,56,1,151,1,0
127,415,4123726,yes,yes,28,96,16,14,117,160,131,1528,132,688,104,3,281,1,0
78,408,3727326,no,no,0,141,24,17,77,195,114,2529,107,1138,117,5,316,0,0
55,510,3389873,no,no,0,120,20,20,148,232,96,2223,113,10,46,2,124,2,0
86,415,3834322,no,yes,30,100,17,22,84,264,125,2547,90,1146,98,7,265,2,0
176,415,4017654,no,no,0,251,43,15,108,171,100,1486,85,669,96,6,259,2,0
96,415,4105455,yes,no,0,201,34,25,117,290,120,983,95,442,112,5,302,2,0
11,510,4194310,no,yes,38,210,36,17,130,197,84,233,79,1049,7,7,189,1,0
48,415,3672056,no,yes,34,198,34,23,70,274,121,2179,71,981,76,4,205,1,0
127,510,3636695,no,no,0,240,41,11,107,129,121,2499,110,1125,113,5,305,1,0
63,415,3746217,no,no,0,165,28,13,75,148,118,2527,97,1137,112,2,302,0,0
79,510,3379569,no,no,0,221,38,16,107,192,97,161,74,725,122,2,329,1,0
47,408,3509720,no,yes,37,113,19,21,150,244,97,1787,112,804,132,6,356,2,0
89,415,3804080,yes,yes,19,113,19,22,114,262,132,1235,116,556,111,2,3,0,1
83,510,3337460,no,yes,26,226,38,20,117,235,97,1336,82,601,108,7,292,1,0
126,415,3783722,yes,yes,34,245,42,19,118,220,105,2108,136,949,97,6,262,4,0
60,510,3539339,no,no,0,203,35,20,99,236,131,2249,112,1012,151,6,408,2,0
122,415,3866535,no,no,0,137,23,21,115,243,137,1889,110,85,86,4,232,0,0
136,408,4035575,no,no,0,153,26,18,97,209,85,1191,99,536,5,10,135,1,0
172,408,3315962,no,yes,47,275,47,16,102,187,118,245,123,1103,88,2,238,1,0
102,510,3909627,no,no,0,196,33,18,116,209,87,2011,73,905,83,3,224,1,1
113,415,4064560,yes,no,0,204,35,16,82,189,115,1394,97,627,92,7,248,1,0
79,415,3596931,no,no,0,222,38,12,99,146,82,2756,82,124,89,4,24,3,0
55,510,3317342,no,yes,8,223,38,15,104,172,94,3775,114,1699,97,2,262,1,0
111,415,3672227,no,yes,28,129,22,13,104,157,52,1474,76,663,103,2,278,2,0
160,415,3358836,no,no,0,174,30,15,105,171,107,2208,131,994,83,2,224,0,0
110,415,3986703,no,no,0,243,41,14,110,162,140,1841,86,828,78,3,211,4,0
192,415,3708379,no,no,0,222,38,24,101,285,50,1674,83,753,127,6,343,4,0
93,408,3353880,no,no,0,114,19,19,100,221,103,1263,88,568,109,9,294,0,0
101,415,3758761,no,yes,33,220,37,16,137,187,94,1845,113,83,95,2,257,2,0
77,510,3671398,no,no,0,145,25,13,136,151,115,2524,73,1136,123,3,332,2,0
105,415,3957857,no,yes,40,237,40,10,111,117,110,2211,115,995,81,3,219,2,0
133,408,3988745,no,yes,44,174,30,18,80,209,113,2241,87,1008,141,7,381,2,1
131,408,3863717,no,no,0,110,19,28,95,332,48,2586,108,1164,66,7,178,1,0
106,510,3301175,no,yes,33,82,14,20,120,236,85,1509,113,679,99,4,267,1,0
118,415,4186752,no,no,0,133,23,10,113,121,92,2547,129,1146,59,4,159,1,0
125,408,3496464,no,no,0,137,23,18,94,210,83,2384,114,1073,86,4,232,1,0
95,415,3667331,no,no,0,197,33,16,88,190,68,2119,104,954,161,8,435,0,0
80,415,3618288,no,no,0,198,34,13,160,157,87,1821,76,819,93,3,251,3,0
145,408,3776635,no,no,0,40,7,22,78,264,106,1858,90,836,10,6,27,0,0
37,408,4081513,no,no,0,200,34,18,107,208,110,839,123,378,81,4,219,2,0
87,415,3707546,no,no,0,157,27,18,93,216,68,2233,77,1005,76,6,205,1,0
69,415,3894278,no,no,0,183,31,20,85,238,100,228,94,1026,9,5,243,3,0
83,510,3793012,no,no,0,132,23,10,120,122,101,1977,84,89,86,2,232,1,0
195,415,3553620,no,no,0,63,11,19,108,220,88,184,99,828,51,3,138,0,0
67,415,4137743,yes,yes,35,181,31,18,59,216,116,2163,106,973,169,4,456,0,1
75,510,3722296,no,yes,27,118,20,18,102,207,127,1944,114,875,42,7,113,3,0
123,415,3339728,no,yes,27,219,37,14,79,163,78,1738,116,782,15,1,405,0,0
41,415,4156110,no,yes,41,207,35,12,95,137,120,1157,74,521,59,3,159,1,0
75,415,3409803,no,no,0,151,26,26,99,302,83,1587,104,714,81,5,219,0,0
76,415,4007002,yes,no,0,273,46,22,66,264,121,1652,84,743,12,7,324,1,1
86,415,3957435,yes,no,0,266,45,15,120,182,92,2065,103,929,103,4,278,1,0
140,408,3367143,no,no,0,113,19,13,89,157,65,2496,85,1123,163,6,44,0,0
70,415,3522175,no,no,0,105,18,7,112,82,104,1694,110,762,158,7,427,3,0
121,510,3466352,no,yes,35,194,33,17,62,198,97,2188,95,985,59,4,159,0,0
112,415,4057467,no,no,0,169,29,25,102,298,117,1947,110,876,98,5,265,1,0
118,415,3798526,no,no,0,253,43,17,122,201,78,1953,108,879,97,7,262,2,0
66,415,4105713,no,yes,16,175,30,20,92,232,105,3054,98,1374,89,2,24,1,0
78,408,4085916,no,no,0,87,15,16,102,194,64,2058,120,926,11,5,297,0,0
129,415,3705626,no,yes,34,205,35,11,79,133,113,1901,117,855,148,9,4,2,0
6,408,4081331,no,no,0,227,39,13,93,152,122,1644,98,74,94,4,254,3,0
107,510,4199688,yes,no,0,234,40,14,91,163,105,2825,100,1271,10,3,27,1,0
107,415,3435219,yes,no,0,133,23,16,106,183,89,2411,123,1085,129,2,348,3,1
138,415,4015586,no,no,0,134,23,14,87,166,110,1935,139,871,154,3,416,1,0
103,510,3779178,no,no,0,160,27,12,104,139,70,3125,97,1406,97,2,262,0,0
116,415,3455639,no,yes,44,231,39,19,94,224,103,244,76,1098,111,2,3,0,0
189,408,3363488,no,no,0,227,39,15,84,176,81,2061,120,927,63,4,17,2,0
161,415,4146426,no,no,0,73,12,23,120,267,120,2225,91,1001,118,2,319,2,0
1,415,3355591,no,no,0,196,33,25,107,297,82,2115,91,952,7,2,189,1,0
89,408,4219144,no,no,0,197,34,14,110,166,115,2273,106,1023,128,3,346,1,0
64,408,4227728,no,no,0,220,37,26,126,303,100,1545,65,695,97,5,262,1,0
126,415,3443466,no,yes,30,153,26,13,90,151,97,1538,97,692,128,4,346,4,1
129,415,3987978,no,no,0,216,37,16,85,187,114,2107,109,948,49,10,132,2,0
128,510,3468368,no,yes,32,223,38,22,136,262,80,1914,101,861,108,4,292,0,0
81,415,3922722,no,yes,36,116,20,20,120,237,95,255,90,1148,117,6,316,3,0
114,510,3933274,no,no,0,190,32,13,101,148,80,1727,121,777,106,5,286,1,0
50,408,3394636,no,no,0,155,26,25,102,298,108,2102,95,946,111,3,3,0,0
86,415,3497138,no,no,0,136,23,17,104,203,110,2307,86,1038,115,1,311,3,0
96,408,3633295,no,no,0,171,29,24,86,278,88,1625,117,731,122,6,329,1,0
72,510,4079830,no,no,0,272,46,9,88,108,125,1855,81,835,127,2,343,0,0
64,510,3338822,no,yes,40,210,36,20,116,233,89,1688,94,76,59,4,159,8,0
57,415,4196418,yes,yes,17,237,40,14,94,163,94,2367,117,1065,122,3,329,2,0
65,510,3518955,no,no,0,154,26,19,117,220,122,2805,147,1262,85,3,23,2,0
163,408,3381840,no,no,0,223,38,19,120,227,98,1883,125,847,88,5,238,1,0
136,415,3366997,no,no,0,252,43,14,74,168,81,2483,110,1117,107,3,289,2,0
116,408,4086266,no,no,0,198,34,14,84,168,113,2398,145,1079,12,6,324,1,0
93,408,3324291,no,no,0,152,26,23,74,275,88,2522,120,1135,66,5,178,3,0
142,510,3557895,no,yes,40,237,40,15,105,176,93,2103,110,946,92,3,248,3,0
92,408,3482916,no,no,0,266,45,15,82,181,75,2111,113,95,86,2,232,1,0
70,415,3398132,no,no,0,197,34,26,91,306,81,171,105,769,67,6,181,1,0
22,408,3741684,no,yes,14,199,34,19,100,222,103,657,91,296,42,1,113,1,0
37,415,3627604,no,no,0,234,40,18,114,208,109,2127,101,957,12,2,324,2,0
